patient,QSTEPS_PER_MASKED_COL,orig_to_masked,orig_to_restored,restored_masked_dist_ratio
45,100,0.0024467267816968463,0.00013347375187437746,0.05455196422945563
46,100,0.0027403436043562162,0.00021240591912788893,0.07751068836412908
47,100,0.0027014418116731082,0.00020581036418568745,0.07618537748855714
48,100,0.0031286367997299326,0.00026162995147419163,0.08362426456684771
49,100,0.0027216052826243634,9.782873796540006e-05,0.03594523371554699
50,100,0.002874920595206186,0.00029629209426392113,0.10306096619084931
51,100,0.0025538901476670497,5.994980692398382e-05,0.023473917614955875
52,100,0.0006934891341496449,3.693065287582644e-05,0.05325339800905567
53,100,0.002472493616710675,3.574007310099858e-05,0.01445507194010313
54,100,0.0026201568135023326,6.244069314354207e-05,0.023830899288840017
55,100,0.0025084002198553167,9.654241768217731e-05,0.038487645200312504
56,100,0.0028942551311747734,0.00039175347094591166,0.1353555416473943
57,100,0.003329476214144175,0.00021867340116367225,0.06567801873300998
58,100,0.0026908095798499295,9.41410111750462e-05,0.03498612903715639
59,100,0.0025386634443570776,5.304186077076692e-05,0.02089361663463819
60,100,0.002711021204200614,9.364923111005221e-05,0.034543894737874656
61,100,0.0018400923583690926,5.790384316646065e-05,0.03146790045787804
62,100,0.0009181094343086636,3.1716192982426174e-05,0.0345451117233192
63,100,0.00269807215360912,0.00012889646299401192,0.04777354186825267
64,100,0.0027783699686562175,0.00012545757401366992,0.04515510008710199
65,100,0.0025294823609828486,9.657477628996796e-05,0.03817965990972285
66,100,0.0007348608086105845,2.7930070601876273e-05,0.038007293727752606
67,100,0.003150577356046277,0.00034448350476142637,0.10933980214779607
68,100,0.00254585190750092,2.9304195218724344e-05,0.011510565533047901
69,100,0.0033957081845729575,0.00036262698053031195,0.10678979488807744
70,100,0.0028532394863254843,0.00020285296118410198,0.07109566587603347
71,100,0.002551431307039819,5.7540730883991134e-05,0.022552333948880687
72,100,0.002936298984424779,0.00011123909295126165,0.037884116549886486
73,100,0.0023667629872677555,0.00016891944853571027,0.07137151013617747
74,100,0.0024939206107923865,0.00014670073914616234,0.058823339648951985
75,100,0.0027799416077218357,0.00016716706624053483,0.060133301280931716
76,100,0.0029102703035641503,0.0002621812509935173,0.09008828172160817
77,100,0.0030366239188725328,0.00016100460954401925,0.05302092516079456
78,100,0.0026087025620393184,0.00022989694772110404,0.08812692986408736
79,100,0.0025915594476683067,0.0002883755550617712,0.1112749141530325
80,100,0.0037598839565207948,0.00011236683646281007,0.02988571928341869
81,100,0.0006756199685724908,3.532425444350914e-05,0.05228420722694938
82,100,0.002445327478411219,0.00018378744479056,0.07515862248027842
83,100,0.0004009842448442452,1.5204754882538227e-05,0.03791858427865222
84,100,0.0006939954067394762,3.315309291238402e-05,0.04777134342739186
85,100,0.003145305885754247,0.00020698845678000457,0.06580868897918606
86,100,0.002797263289603005,0.00015978892661556575,0.05712330591456173
87,100,0.00040183459327539436,3.575407351330026e-06,0.00889770918473325
88,100,0.0022941338290046456,7.957380155395822e-05,0.03468577140004202
89,100,0.0016512125164743945,2.3623898788419498e-05,0.014307000796517906
90,100,0.0025648862808669935,0.00011325634244464561,0.044156477146566606
91,100,0.002720416003405064,0.0002463419778532899,0.09055305421852797
92,100,0.0026101932445307618,0.0001365637985626878,0.052319420735930246
93,100,0.0033192711063378825,0.00028688363863087435,0.08642970984897648
94,100,0.0028142974154646313,0.00014059051327728106,0.049955812240999424
95,100,0.0027688304931812553,7.098771211311937e-05,0.025638157441540542
96,100,0.003060893975632699,0.00023389084043191373,0.0764125913193604
97,100,0.003553687433910475,0.00034362915588121096,0.09669650532632289
98,100,0.0028764094668384745,0.000438512798560368,0.15245145158083045
99,100,0.0003239509285875353,3.634538863658912e-06,0.011219411777907029
100,100,0.0025072864408608475,9.716886613896588e-05,0.0387545932349094
101,100,0.002999046108213811,4.05611992362556e-05,0.013524700112201098
102,100,0.00044596902541808615,3.8018182403203354e-06,0.00852484819266588
103,100,0.002710422924832874,0.00022131392938985221,0.0816529137804199
104,100,0.003212316036060328,0.00019838114942778113,0.061756423465444944
105,100,0.002400138525152689,9.764600865693829e-05,0.040683488737687075
106,100,0.0024891843652435942,0.00010831326407040957,0.04351355632101197
107,100,0.0029356130147885754,8.07251369545256e-05,0.0274985621564767
108,100,0.0026811628836771947,0.00016893776435748068,0.06300913882777007
109,100,0.0031197346641897634,0.0003394808635327627,0.10881722328168905
110,100,0.0026869942513542853,7.751658697624363e-05,0.028848810129450078
111,100,0.0028533245360010118,4.760745860970085e-05,0.01668490843191066
112,100,0.00283574076103136,0.00012606108855860282,0.04445437689189697
113,100,0.002776424613095017,0.0001205134820418447,0.043405998302076136
114,100,0.0004961227783211757,1.9839283259938465e-05,0.03998865629002642
115,100,0.00282407235498208,0.00028781983379099683,0.10191659334904794
116,100,0.003398769069241883,0.00015386205042958366,0.04526993370099828
117,100,0.0024710009149078362,7.455561473245193e-05,0.03017223275096712
118,100,0.0020737874590502,6.451376629126908e-05,0.031109150559149663
119,100,0.0009255164025390114,1.6912221215486667e-05,0.018273280915487397
120,100,0.000413540380446967,1.50641696873846e-05,0.03642732463297245
121,100,0.0029883211644637082,0.0002456584214489039,0.08220616457501494
122,100,0.0033591695799155877,0.00010122544561098238,0.03013406831742209
123,100,0.0032394184535303747,0.0002520151509671946,0.07779641765408359
124,100,0.002694057519254968,0.00011821872869396847,0.04388129349467692
125,100,0.002793656169221209,0.00018025274514484656,0.06452216530107062
126,100,0.002712548918435869,0.000210802732401863,0.07771389152436659
127,100,0.0028809827698349534,0.0001957154614129022,0.06793357581382356
128,100,0.0025839445530014393,6.892894958083157e-05,0.026675862491230933
129,100,0.0025993559255464904,2.695385510854005e-05,0.010369436075928405
130,100,0.002710397975473428,0.00015911806414286642,0.058706531506714656
131,100,0.0029497518417839967,0.0002088179362006491,0.07079169618362098
132,100,0.0028095531523007976,0.0001194463874829962,0.042514371862009175
133,100,0.0014027867710497978,2.6556523481639006e-05,0.018931261706841594
134,100,0.0026320465654548143,0.00014699677568756625,0.05584885070685115
135,100,0.0026765315279124948,7.286632082223282e-05,0.027224159350390093
136,100,0.002446955930208755,7.895102186795903e-05,0.032264995414618504
137,100,0.0016086136284031753,1.2313195937887496e-05,0.007654539113976334
138,100,0.0028857272976827272,6.905434979660415e-05,0.023929617276052244
139,100,0.0025385631850058307,4.5034413014439675e-05,0.017740119009224595
140,100,0.0035708237943652093,0.000258539340718517,0.07240327599656256
141,100,0.0014368624436809157,5.837447684233114e-05,0.040626350211220616
142,100,0.0026184132837713424,0.00027659928086754736,0.10563621968383731
143,100,0.0024782812608303757,0.00013989827222626785,0.05644971554979735
144,100,0.0032390889440775156,0.0002729205976573353,0.08425844500391218
145,100,0.003055725812834154,0.00026300970385075456,0.08607110714780257
146,100,0.00047048978685972743,8.306080912482011e-06,0.017654115231535088
147,100,0.00298998018748229,0.00019338906173609554,0.06467904454542177
148,100,0.0026419895124584736,0.00016580796351253201,0.06275875158877571
149,100,0.0024168603520257985,8.530284161443044e-05,0.03529489883142404
150,100,0.003207947270307065,0.0003655198077358769,0.11394196255005443
151,100,0.002644371980186774,0.00014111364558638898,0.05336376525076552
152,100,0.00266368602781216,0.00014575376310036508,0.05471882255585547
153,100,0.0025868158102276915,0.00012743043787591144,0.049261504190626935
154,100,0.002663879524978889,0.00012837171120560497,0.04818975858400439
155,100,0.002424217617140679,9.650580777470193e-05,0.039809053070296876
156,100,0.0026426344541804936,0.0001669163997874077,0.06316287881714237
157,100,0.002837247196251348,0.0001997540126899643,0.07040416251142481
158,100,0.0027690303393713305,0.00021798703247978343,0.07872323729369983
159,100,0.002720122478575845,0.00027905163404971203,0.10258789309950966
160,100,0.002652173730144942,0.00022551308756157883,0.08502953068208487
161,100,0.0025425200231033165,0.00014864808656218792,0.05846486368306077
162,100,0.002987347057174893,0.0003858668443190852,0.1291670625923176
163,100,0.0006956747665794918,6.32550359022561e-05,0.0909261611043761
164,100,0.0028973731916149517,0.00022264096392093704,0.07684234967220097
165,100,0.0028305930685632334,0.00020694610364308972,0.07311051028190797
166,100,0.0027822218639036943,0.00014035893285684533,0.05044850472848696
167,100,0.0032709912642681464,0.00017624705132224318,0.05388184714754254
168,100,0.0022058880171294715,6.647317786682614e-05,0.03013442992148254
169,100,0.0030091139700661206,0.00010131168954254934,0.03366827928432474
170,100,0.0030771586776821916,0.0004750426011441223,0.1543770246849729
171,100,0.0003766678848337841,1.9447306179480104e-05,0.051629849431049334
172,100,0.002632487205523549,0.00014617766953589596,0.05552834947466503
173,100,0.002739663766770009,0.00022640875762113124,0.08264107456078859
174,100,0.0026609510877306044,0.00015910298889634596,0.0597917750649213
175,100,0.0034625463684574967,0.0002281264516071967,0.06588401347786803
176,100,0.0031265561233031597,0.0002746285625314267,0.08783740054577549
177,100,0.002576086683142362,0.0001570604470056635,0.06096861880986009
178,100,0.0005159312611262118,2.300078481802372e-05,0.04458110324196281
179,100,0.0016119208785818594,0.000128444778736337,0.07968429495704561
180,100,0.0030316358468730252,0.00010965017047588021,0.03616864821973215
181,100,0.002813389479289428,0.0001547389699968175,0.055000905895155196
182,100,0.0003776196948340552,3.5006512036441062e-06,0.009270308862419016
183,100,0.002764967995958775,0.00018072047346048817,0.06536078309934357
184,100,0.0033819853739673876,0.00039487496777919665,0.11675833101429742
185,100,0.0027522178092790625,0.00019815501900406147,0.0719983056340907
186,100,0.0025381761522879145,0.0001072568349886907,0.04225744335829855
187,100,0.0028856342197226743,0.0001583283083658129,0.05486776781467096
188,100,0.002585333419460653,2.825444075432148e-05,0.010928741547082876
189,100,0.003076869480580612,0.0001272870149068384,0.04136900044353492
190,100,0.0028207000658579946,0.0001756720027568435,0.06227957551502661
191,100,0.0025285367821645493,0.00011972971178353938,0.047351382280879845
192,100,0.0005376069321581633,2.8087921293007338e-05,0.0522462037091886
193,100,0.0006816907723426911,4.8810139863218565e-06,0.007160158512264757
194,100,0.0025073194720761933,7.228522391066565e-05,0.02882968234231821
195,100,0.0029948613771020255,0.00019162499576204142,0.06398459615765827
196,100,0.002766711017448924,0.00023198161980875044,0.08384743413594804
197,100,0.003011712509048137,0.0001368965258617164,0.04545471237723917
198,100,0.00032710007504618556,2.5994804143165863e-06,0.007947049275208963
199,100,0.00272542452213868,9.562142334314507e-05,0.035084964770225796
200,100,0.0008380750802057698,7.598211949637264e-05,0.09066266411085389
201,100,0.0028584216925388213,2.452960410089849e-05,0.00858152041209551
202,100,0.002895582181660047,0.00015569536463876896,0.05376996917058948
203,100,0.0031452368006854815,0.00018420437839721717,0.058566139871271745
204,100,0.002441299591082844,9.878305320281582e-05,0.04046330633226394
205,100,0.0016315164716732364,3.755151858945919e-05,0.023016328208410566
206,100,0.000716003093380873,5.9963777152033334e-05,0.08374793029020618
207,100,0.0028021080471346384,0.000144170190482676,0.051450617912503625
208,100,0.0035863142398589484,0.00017203754784703,0.047970572666213525
209,100,0.002730310113337509,4.782554638059143e-05,0.017516525374522335
210,100,0.0005117499448370859,1.2164514943302658e-05,0.023770427463700453
211,100,0.002844151510856569,0.00018669201491343067,0.06564067146240213
212,100,0.0030361952807079363,0.00021808063778124568,0.07182694708964726
213,100,0.0025822609654200628,4.964032667851835e-05,0.01922359023478606
214,100,0.0026680519830082267,3.5544766566954415e-05,0.01332236657805959
215,100,0.0026767129578691854,0.00017078806720897572,0.0638051482908846
216,100,0.00044924307934321065,4.79882560524715e-06,0.010682024556200154
217,100,0.0026976848820445642,0.00013294686967811045,0.04928183812831044
218,100,0.002914067793400286,0.00010954167638008912,0.037590641037307575
219,100,0.0027804601041682463,8.300701954460011e-05,0.0298536991845927
220,100,0.0034210988315518855,0.0002739775500116318,0.0800846638760651
221,100,0.0029230831822682074,2.998325554758981e-05,0.010257407565228398
222,100,0.002354674963219327,5.007919672592748e-05,0.02126798709298666
223,100,0.0029557792738009693,7.977618331362767e-05,0.026989898745395792
224,100,0.0021569077521132085,0.0001720403742675155,0.07976250912861743
225,100,0.002985321455291391,0.0002526790904863678,0.08464049659995639
226,100,0.0030844565113997873,0.00012003947580660133,0.03891754523461414
227,100,0.0035272213270254476,0.0003723292125231217,0.10555878920053816
228,100,0.003677631982156129,0.0004661654228545401,0.12675695260329875
229,100,0.0025590210629415455,0.00016021876473226555,0.06260939663704727
230,100,0.0028119816001618294,0.0001969749943590901,0.07004846487891464
231,100,0.002434825796139508,0.00012998867873593433,0.05338726037075647
232,100,0.00041403640104559577,1.4905346402358321e-05,0.03600008686365929
233,100,0.002749023964574622,0.00026400252949292596,0.09603500474895901
234,100,0.003350326401770307,0.00019066121010686293,0.056908249299566116
235,100,0.0023947035162391276,0.00011570880284071012,0.048318634042192554
236,100,0.0026928209056874238,0.0002660339051939149,0.09879376108230328
237,100,0.002733555142261582,0.00010753075132209839,0.03933732656775081
238,100,0.0003528787499773299,5.93660062473189e-06,0.016823344066802765
239,100,0.002508846061656007,8.052665028263507e-05,0.03209708698886135
240,100,0.0026413788690259634,0.00020356516870827715,0.07706776604271995
241,100,0.0029379091101131333,0.00032840634208427367,0.11178233559159607
242,100,0.0025537540283970266,0.0001794357961382864,0.07026353914394684
243,100,0.0024836978289421367,0.00014151431535844904,0.05697726740725268
244,100,0.0027834873362922907,0.00030563712951489326,0.10980367164954066
245,100,0.0025078565266002406,0.00014605800192674228,0.05824017457838582
246,100,0.0033060705928070586,0.00022391480789840375,0.06772838075072263
247,100,0.0033008943476994044,0.00033128418683879324,0.10036194798833398
248,100,0.0026898414853050545,0.00022397709790809923,0.08326776842862843
249,100,0.002571583913958567,0.00019481197377324143,0.07575563555044862
250,100,0.00289991562191089,9.847892708735987e-05,0.03395923879415068
251,100,0.001602871456684529,3.946430654353762e-05,0.02462100524590278
252,100,0.002727660471060007,0.00014522512806138576,0.053241644113040665
253,100,0.0024522834559208037,0.00021348180424449702,0.08705429371513543
254,100,0.002908291015155007,0.00029523413377329985,0.10151464631113072
255,100,0.002004375660401065,0.00011326731429675816,0.05651002281383419
256,100,0.0016825863455421958,6.186061290614692e-05,0.036765193697214385
257,100,0.002757160453426292,0.0003686028215461259,0.13368928931505142
258,100,0.0030820178315575757,0.00033069142801596965,0.10729705215522597
259,100,0.00046070245478013375,1.55106417613994e-05,0.03366737381245715
260,100,0.0030498377417498834,0.0004441655935677678,0.14563581120644212
261,100,0.0033230366963265473,0.00041764242128316365,0.12568095373272486
262,100,0.0028424407812967507,0.00026925701598077824,0.09472739687401348
263,100,0.002658603419371592,0.0002854324066917027,0.10736178424052795
264,100,0.0025674051640560847,0.00024868558593107846,0.09686261810667837
265,100,0.0030059733675457693,0.0002983418493899028,0.09924966488757829
266,100,0.0013539373337369631,2.1162598208367033e-05,0.01563041189650688
267,100,0.0010320991422967,1.673192788744024e-05,0.01621155100488425
268,100,0.0026435985577630276,7.580449766833803e-05,0.028674738623129914
269,100,0.0022387788439969932,0.00020114248313537483,0.08984473105716241
270,100,0.002986907070946736,0.0002051832142806698,0.06869420755552148
271,100,0.00048717577676765336,6.345989650031575e-06,0.013026077963351082
272,100,0.0007892436759095906,8.495713033554781e-06,0.01076437264291489
273,100,0.002556000999899268,0.00048036914925693555,0.1879377783012866
274,100,0.0024986141431916613,0.000218540954219962,0.08746486720066499
275,100,0.002758989934199695,0.0001902055744859876,0.06894029301384924
276,100,0.002979727154666928,0.0002378471313041816,0.07982178198150093
277,100,0.002868508891467175,0.0003152773543633508,0.10990984037079064
278,100,0.0015780869261799097,5.820410168713695e-05,0.03688269684106197
279,100,0.002482120970354748,0.00018405000025338995,0.07415029422481584
280,100,0.0026317512559775676,0.0002036357842439085,0.07737653160851925
281,100,0.003702404177307453,0.0003213731769535231,0.08680121390399885
282,100,0.0023505892441654775,0.00017014917788700038,0.07238575532043155
283,100,0.002969036768639827,0.0002624228686643096,0.0883865337863534
284,100,0.002390399316343375,0.00010686648682971268,0.044706541747672406
285,100,0.0007624610367393495,2.8831573591060813e-05,0.03781383205410535
286,100,0.002559662635225184,0.00010767291805471814,0.04206527710838179
287,100,0.0029181266996686746,0.00020981602743651336,0.07190093132705169
288,100,0.0014552093334706368,2.8731183873250982e-05,0.019743677567493227
289,100,0.002874212650749146,0.0002401711154531898,0.08356066326219483
290,100,0.00039454748255002585,1.0613735523062176e-06,0.002690103471061035
291,100,0.0026983844110104404,9.880719453177363e-05,0.036617167712873856
292,100,0.0026929486361427727,0.00018903970630785715,0.0701980363719922
293,100,0.002451204178791787,0.00015437496646643537,0.06297923600249723
294,100,0.0023805242456430447,0.0002257523766772915,0.094833050783026
295,100,0.002552856242491217,0.00016486246755517987,0.06457961275339894
296,100,0.002511439954792229,0.00014342501365881757,0.057108677189410685
297,100,0.002607255488561908,0.000102720111696189,0.03939779286948463
298,100,0.002941103989195207,7.033736175184959e-05,0.023915292356288444
299,100,0.002658312753380309,9.545785351180437e-05,0.035909188409234474
300,100,0.0006361881035562851,2.0738344076856766e-05,0.03259781809959921
301,100,0.003012139160560689,0.00018791733670152187,0.062386671625935884
302,100,0.0026379731878397204,0.0002045755960878341,0.07755029392674169
303,100,0.0030376580697720336,0.0002326882757885325,0.07660120739198109
304,100,0.0037357628429767454,0.0004148979164800827,0.11106109619889096
305,100,0.0033218544768731364,0.0001874730471851717,0.056436261278260506
306,100,0.002624236563163832,0.000207016496774553,0.0788863701087107
307,100,0.0027757605075901986,0.0002470436152445014,0.08900033506816284
308,100,0.00040396015732574025,4.997097003539745e-06,0.012370271951127719
309,100,0.0026129013820721148,7.968966924237423e-05,0.030498536909639416
310,100,0.0007817995810484041,2.953524844907553e-05,0.03777854218016893
311,100,0.0032002395098509103,0.00018189055371226368,0.056836544000026246
312,100,0.0015026011335706555,4.286781220977877e-05,0.02852906952619641
313,100,0.00328023890285134,0.000171893803969487,0.05240283072677075
314,100,0.0026896111550413575,7.830391312932739e-05,0.029113469797504364
315,100,0.003120635422147955,0.00016324447383578482,0.052311292974884745
316,100,0.0029880441184145065,6.837937403523836e-05,0.02288432544012145
317,100,0.0005040630160529247,2.662286572748446e-05,0.05281654253461269
318,100,0.0025613244474960747,8.875565575817709e-05,0.03465225026253262
319,100,0.0027247665505962474,6.334613660231366e-05,0.023248280330089906
320,100,0.002916537595977017,0.00012023570914062723,0.04122549604931433
321,100,0.0003906877950338722,5.533009055919929e-06,0.014162226530368638
322,100,0.00130779470841862,7.1920799313675e-05,0.05499395191821914
323,100,0.0029134870900129894,0.0001912210152902243,0.06563304019630022
324,100,0.002898650706081814,0.00014724868143874552,0.05079904285459272
325,100,0.0034903353197548895,0.0001827814878647485,0.0523678876439827
326,100,0.003149840544443896,0.00036447291675160813,0.11571154526997042
327,100,0.002404610238243998,9.88688457052293e-05,0.04111637060043034
328,100,0.002544214068622749,6.377002040773943e-05,0.02506472281330472
329,100,0.0030535851769367193,9.87635595994141e-05,0.032343476234218314
330,100,0.003018634232388097,9.437862694448906e-05,0.031265340441668676
331,100,0.0027556483385821865,0.00012095908928489322,0.04389496569331052
332,100,0.00047302351655012975,9.968383295463254e-06,0.021073758379213332
333,100,0.0027059520433669344,5.5003504021898086e-05,0.02032685839969983
334,100,0.002966279504661464,0.00016978806877522386,0.057239403268776405
335,100,0.002942217517113052,0.0002452128906595674,0.08334288312584515
336,100,0.002519879759077417,0.0001085819008540134,0.04309011192413705
337,100,0.002882788284822754,0.00020551569372283504,0.07129059556847443
338,100,0.00247088591580701,0.00011483660965135899,0.046475884991983726
339,100,0.002774182848694269,0.00016791378156872334,0.06052729424369259
340,100,0.002611896569248011,0.00023390738322184442,0.08955461176212981
341,100,0.0004530205873689059,4.409598663272301e-06,0.009733771016639152
342,100,0.0004146554082349103,9.204997741469246e-06,0.022199150327383257
343,100,0.002566456339782088,9.610291544568601e-05,0.03744576284272418
344,100,0.0030270846851898937,4.1019525479036716e-05,0.013550835125203475
345,100,0.0004533696903571014,1.657452206757826e-05,0.03655851376946519
346,100,0.002414268010709587,0.0001410186763821512,0.05841053095869992
347,100,0.0032030641473336898,0.0003164898509063014,0.09880846475389993
348,100,0.0031720126318802795,0.0001709221384290257,0.0538844444411017
349,100,0.0025284475124049545,5.112321177390447e-05,0.02021921021618447
350,100,0.002670722962711521,0.00014319634618814516,0.05361707230118744
351,100,0.0028581253064394285,0.00012071593584564555,0.04223605437230814
352,100,0.002691518235837344,9.533928823936286e-05,0.035422122343414984
353,100,0.0025407627205251255,0.00010532079208814215,0.04145243128660768
354,100,0.0005234604258856418,0.0,0.0
355,100,0.0029939392582739054,6.42991377470403e-05,0.021476433621472554
356,100,0.000713678136559625,3.244797204290431e-05,0.04546583449974218
357,100,0.0027119873083168485,0.0001281196607037102,0.04724198388053136
358,100,0.001682006541721241,3.3124638444159305e-05,0.01969352533567557
359,100,0.000515231345145908,3.864571883303381e-06,0.007500653676668247
360,100,0.002658523938813846,9.672583312242277e-05,0.036383284615288794
361,100,0.0026130955404090515,4.4037037047025534e-05,0.016852440473773118
362,100,0.0033007155996030136,0.00018645949170556332,0.05649062637447144
363,100,0.0027516982072028646,0.00011722610381334168,0.04260136649669277
364,100,0.0030158818144707393,0.00018484817258343573,0.0612915836743009
365,100,0.0030411039297489283,0.0001607410802252367,0.05285616142638946
366,100,0.0026461302640611362,8.36124684206602e-05,0.031598016755356687
367,100,0.003062054044734823,0.0002654933994142555,0.08670434797542821
368,100,0.002262721155207747,7.047803910545528e-05,0.031147469913934
369,100,0.0029965410166993053,0.00016545333763928857,0.055214774874510375
370,100,0.0028918993896407327,0.00013011612314431148,0.04499330910695206
371,100,0.002850883592727082,3.657210285586963e-05,0.012828339588880125
372,100,0.0028226423201711116,4.011198714588824e-05,0.014210793503392456
373,100,0.0031936527055073044,4.009954946606614e-05,0.012556014433540739
374,100,0.003423225143400104,0.00043678345362002804,0.12759413574130116
375,100,0.0031657133253081976,0.0001232141794346232,0.03892145838019863
376,100,0.00046231624481006246,6.956998606676869e-06,0.015048137902952285
377,100,0.0008747434030483953,7.22276668096049e-05,0.08257011891475664
378,100,0.003180923363248609,0.00021332485013613787,0.06706381316847375
379,100,0.0026097143703418045,3.647386225239307e-05,0.013976189374171222
380,100,0.002447742418073753,5.398928809335718e-05,0.022056768594076157
381,100,0.0031680258310254005,0.00010203360089272326,0.03220731342954292
382,100,0.002483695540521242,5.6171781517331476e-05,0.022616210642928864
383,100,0.0026957603253233904,0.0001940593386341948,0.07198686649226316
384,100,0.0033890096560027652,8.1343324270224e-05,0.0240020928019916
385,100,0.002720255422508945,3.4500509233102556e-05,0.012682819763036098
386,100,0.0029008977856069423,0.00020233091380407014,0.06974768804607755
387,100,0.0023403972951168777,4.7884903733033806e-05,0.020460160261227132
388,100,0.00247192634858947,0.00019524886161991943,0.07898652066690105
389,100,0.0025469741551169224,0.00018548755801884358,0.07282663534146797
390,100,0.0031513526958917497,0.00013853528466130686,0.04396057757733938
391,100,0.00252593669839367,6.98767980510781e-05,0.02766371702644613
392,100,0.003346849697142198,0.00011188579893792307,0.033430183325370094
393,100,0.0031869805902873987,0.00012370291862144335,0.038815083781319155
394,100,0.0014813330460249278,8.623429781339953e-05,0.0582139837120385
395,100,0.002657175294776818,3.917543524960839e-05,0.014743263391999445
396,100,0.003202232248105683,0.00017218994005815467,0.053771846236329544
397,100,0.0006855817244475265,3.723798041394498e-05,0.05431588837049743
398,100,0.002523447123186343,0.00014699668023126713,0.0582523322484583
399,100,0.0029515004654095188,0.00010012191869585485,0.03392237943691566
400,100,0.002832762625174126,0.0001491578560666329,0.05265455521797008
401,100,0.002767347712690925,0.00017885030892476008,0.06462878087367231
402,100,0.00037442893282586305,4.761327757776023e-06,0.01271623889169481
403,100,0.0028173792481896043,0.00012430980776383368,0.044122497119872255
404,100,0.0007491078785382635,9.566433240699046e-06,0.012770434692752207
405,100,0.002676294840478031,6.694726826535667e-05,0.02501490764500326
406,100,0.0024356514958631514,6.552254747677931e-05,0.026901446117421363
407,100,0.0031128978114895295,0.00030554056915592864,0.09815309967072985
408,100,0.0028811859276044118,0.00011390083696323063,0.03953262296332764
409,100,0.003461634305888586,0.0003095951280057676,0.0894361161949185
410,100,0.0016448160657244883,4.917145299091582e-05,0.029894803446765573
411,100,0.0025041793310130595,7.696999216169536e-05,0.030736613471910312
412,100,0.0027435643668856117,4.6117405821771904e-05,0.01680930339320692
413,100,0.00247946786738404,8.732849807392455e-05,0.03522066134539602
414,100,0.0026259871990284346,7.781093751304899e-05,0.029631118362586674
415,100,0.0024344740922535137,8.361328934742326e-05,0.03434552440442081
416,100,0.0032074359548008293,0.0002894630535799143,0.09024749290680349
417,100,0.0028826400563393335,0.00013311882783875615,0.046179483125549786
418,100,0.0023592799219390777,3.749817518006695e-05,0.01589390679392017
419,100,0.003033580502646643,0.0004314317022757422,0.14221864292025221
